PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
cDaF1,B1n5/8/8/1PK5/8/6p1/5k2/8 w - - 1 44,c5c6 g3g2 c6c7 g2g1q,1280,78,97,1947,advancedPawn crushing endgame promotion short,https://lichess.org/tkXR3Ur1#87,
Xes7W,r3r1k1/ppp2ppp/8/3p3q/4P3/2P2P2/P3KPQP/R1B4R w - - 0 19,g2g4 e8e4 c1e3 e4g4,1433,77,100,1167,advantage middlegame short,https://lichess.org/Sai07Tg5#37,
YcsGj,2r3k1/p5p1/2b4p/2b1pr2/5p1q/2NP1P2/PPP1Q1PP/R1B2R1K w - - 1 21,e2e1 h4h2 h1h2 f5h5 e1h4 h5h4,1658,82,89,46,attraction kingsideAttack long mate mateIn3 middlegame pillsburysMate sacrifice,https://lichess.org/R6Kxwia3#41,
gXfoc,4r2k/p6p/1p1Q4/2p2p2/2Pb1P2/3P1RPP/PP4K1/R1B1r3 w - - 7 25,c1d2 e8e2 f3f2 e2f2,1560,77,93,484,fork mate mateIn2 middlegame operaMate short,https://lichess.org/hoQRXYML#49,
PvhzQ,Q1kr3r/1pp2ppp/1n2p3/1B1b4/1q6/R4N2/PPP2PPP/1K5R b - - 6 19,b6a8 a3a8,860,94,100,41,mate mateIn1 middlegame oneMove queensideAttack,https://lichess.org/mqgLDSdS/black#38,
MYbKK,2r2k2/1p1R2pp/p1r2p2/8/4q3/PQ2P3/1P3PPP/1K1R4 w - - 5 24,b1a1 c6c1 d1c1 c8c1 a1a2 e4b1,972,87,93,1411,endgame long mate mateIn3,https://lichess.org/xCbQXDeV#47,
J3leQ,5Q2/p1p1R2p/1p1p1np1/3P3k/2P2PP1/1P3P1q/r6P/6K1 b - - 0 38,f6g4 e7h7 g4h6 f8h6,1106,82,95,4643,endgame mate mateIn2 short,https://lichess.org/SwzokcI0/black#76,
3hiYI,r4r2/pp3k1N/5pbQ/3R4/2n3p1/bBP1p3/P4P2/1K5R w - - 0 31,b1a1 a3b2,893,99,73,30,master mate mateIn1 middlegame oneMove,https://lichess.org/Ys5ynHPL#61,
RK7nW,6k1/5p1p/5Rp1/8/Pp1pP2N/1P2bKPB/7r/8 w - - 0 39,f3g4 h7h5 g4f3 h2f2,1396,76,86,559,endgame epauletteMate mate mateIn2 operaMate short,https://lichess.org/RBAR1I0H#77,
KfcRP,3r2k1/1p1rqbp1/p1p2p1p/2Pn1B2/7Q/P3P1P1/1B3P1P/2RR2K1 b - - 1 23,d5e3 d1d7 d8d7 f5d7,1421,75,92,1698,advantage middlegame short,https://lichess.org/QGQD0tc4/black#46,
lsuFp,2rqk2r/pp3p2/3bpp1p/3b4/3P4/1P1Q1NP1/P2N1P1P/R4RK1 b k - 0 18,d6b4 d3b5 e8f8 b5b4,934,80,96,1101,crushing fork middlegame short,https://lichess.org/6BISEv1h/black#36,Indian_Defense Indian_Defense_Other_variations
Gm6jx,8/3R4/p3p3/Pp1kBp1p/1n3P2/1P5r/5K2/8 b - - 9 42,d5e4 d7d4,751,88,100,70,endgame mate mateIn1 oneMove,https://lichess.org/34vJIM4M/black#84,
mKE6x,rnb4k/p3rBpp/2p5/2P5/P2qp3/1Q6/3N2PP/R4R1K b - - 1 21,d4d2 a1d1 b8d7 d1d2,1697,74,81,126,crushing middlegame short,https://lichess.org/oRuzWHs6/black#42,
ye0RD,7k/4R2p/p3Q1p1/2p5/3bPr1K/P5PP/6q1/8 w - - 0 31,g3f4 d4f2,1255,76,97,6023,endgame mate mateIn1 oneMove,https://lichess.org/AkgBGNqn#61,
QxJOe,3r4/1pkn1r1p/p2NRPp1/2p1B3/1q6/3P3P/P1P3PK/8 b - - 10 31,f7f8 d6b5 c7c8 b5a7,1826,76,94,789,discoveredCheck doubleCheck mate mateIn2 middlegame short,https://lichess.org/p6Zk64Bb/black#62,
6A39P,8/pR2R3/5r1k/5brp/5Q2/6P1/P4P1K/3q4 b - - 3 33,d1g4 f4e5 g4h3 h2g1 h3f1 g1f1,2724,103,83,323,crushing long middlegame,https://lichess.org/sCnqFt5z/black#66,
8XpE2,1r4k1/5ppp/4bq2/8/P3B3/b2QP1P1/1r3PPN/2R1R1K1 w - - 5 25,c1c2 b2c2 e4h7 g8h8,1905,75,87,96,advantage middlegame short,https://lichess.org/hfcTetvV#49,
8RGIm,2R5/1P2k3/7p/6p1/7P/7q/6B1/5K2 b - - 6 54,h3f5 f1g1 f5a5 b7b8q,1231,77,93,1019,advancedPawn crushing defensiveMove endgame promotion short,https://lichess.org/qNlzc0JJ/black#108,
A0Ylo,8/pR3Bpk/7p/q1p2P2/2Pp2P1/P2bQ1K1/7P/8 b - - 0 35,d4e3 f7g6 h7h8 b7b8 a5d8 b8d8,958,76,100,138,endgame long mate mateIn3,https://lichess.org/V490lK2f/black#70,
EvpS1,7k/1Q4p1/5r1p/8/8/1P6/P1q2rPP/R3R1K1 w - - 3 42,a2a4 f6g6 g2g3 f2h2 b7a8 h8h7,2263,77,88,88,crushing endgame long,https://lichess.org/hHtqNLwT#83,
Inwag,5r1k/2q3pp/3rRP2/ppb5/8/PB3Q2/2P3PP/R6K w - - 1 26,f6g7 c7g7 e6d6 f8f3,2159,78,91,1091,crushing middlegame short,https://lichess.org/qmzONyq1#51,
CmivU,8/pp5p/1q4pk/4Q3/8/1PN3Pb/P4r1P/R4R1K w - - 4 32,c3e4 h3g2 h1g1 f2f5 e4f2 f5e5,2207,85,91,1386,advantage collinearMove discoveredAttack discoveredCheck fork long middlegame,https://lichess.org/rV4Dkxof#63,
QTkNC,2k5/ppqn2p1/2pbpp2/8/3P4/1QP1BB1r/PP3P2/R4RK1 w - - 0 21,f3g2 d6h2 g1h1 h2g1 g2h3 c7h2,1586,125,100,56,clearance discoveredAttack kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/9gyE6g99#41,
3pH9z,r4rk1/2p1qppp/p2b4/4NP1n/1PpBP3/P1P4P/2Q3P1/3RK2R w K - 1 20,e1g1 d6e5 d4e5 e7e5,1739,234,0,10,advantage middlegame short,https://lichess.org/rUqHKXzJ#39,
0zczC,r5k1/1b4pB/1p2p3/pP1qP2p/3p2r1/P7/2Q2RPP/5RK1 b - - 1 25,g8h8 f2f8 a8f8 f1f8,722,79,100,127,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/E34eQ1oC/black#50,
NM35c,8/p7/8/5k2/3p3p/P2P1K1P/8/8 w - - 0 40,f3e2 f5f4 e2f2 a7a6,1731,75,96,3823,crushing defensiveMove endgame pawnEndgame short zugzwang,https://lichess.org/xBJ9SnEK#79,
TPT0U,8/5p2/pp4p1/2p2k1p/2P2P1P/P4KP1/1P6/8 w - - 0 44,b2b4 c5b4 a3b4 f5e6 f3e3 a6a5,2803,104,88,488,crushing endgame long pawnEndgame,https://lichess.org/SEvHVI26#87,
4lBL5,8/8/7k/p6p/7P/2P2K2/2r2p2/5R2 w - - 0 48,f1f2 c2f2 f3f2 a5a4 f2e3 a4a3,1494,77,94,6255,crushing endgame long master quietMove rookEndgame,https://lichess.org/H26bjVKe#95,
wLAOz,1r1r3k/p4pp1/1qpb3p/2n1p3/4P3/1P2B2P/P1PQBP1P/2KR2R1 w - - 1 20,e3h6 c5b3 a2b3 d6a3 c1b1 d8d2,1416,78,75,90,advantage clearance discoveredAttack long middlegame queensideAttack sacrifice,https://lichess.org/5Fbaeqbu#39,
dR3dN,1Q6/5k2/p7/pb1P1p2/6p1/2B1KPP1/PP3RP1/2q4r w - - 3 36,e3d4 h1d1 f2d2 d1d2 d4c5 d2e2 b8c7 e2e7,2512,86,85,62,crushing endgame pin veryLong,https://lichess.org/obICoqlj#71,
NUA8X,4r2k/pp2q1pP/3bPr2/2pp1P2/3pn2N/P2B3Q/1PP4P/R1B3K1 b - - 2 24,c5c4 d3e4 d5e4 c1g5,2033,111,83,24,advantage middlegame short,https://lichess.org/RNEkrrD9/black#48,
2ttR7,Q7/2k3r1/3pp3/1q6/7P/8/2R3p1/4K3 b - - 1 51,b5c5 c2c5 d6c5 a8a7,1326,75,99,4195,crushing endgame short,https://lichess.org/n9mVG7Qr/black#102,
qSoaI,r4rk1/5p2/1bp2q1p/1p2P1p1/p2P2P1/5P2/bPB1Q1P1/3RR2K b - - 0 26,f6e7 e2d3 f7f5 e5f6 e7f7 e1e7,2258,76,93,3903,clearance crushing enPassant long middlegame,https://lichess.org/bHhK9jn6/black#52,
ZRpk4,2r1n3/1p1R1ppk/4p1bp/1B2P3/7q/P1N1QP2/1P2N1PP/6K1 w - - 3 32,d7d4 h4e1,824,111,90,735,mate mateIn1 middlegame oneMove,https://lichess.org/AYE086U6#63,
eqGXM,2k5/ppPr4/6p1/2P2p2/3b1B2/5pP1/PPQ4r/R2R3K w - - 0 26,h1h2 d7h7 f4h6 h7h6,1084,87,93,1553,endgame mate mateIn2 pillsburysMate short,https://lichess.org/3jCsOcvq#51,
69miY,3r4/1bkP2p1/n3pp1p/8/N6P/3RBP2/5KP1/8 b - - 14 42,b7c6 e3b6 c7b7 b6d8,1170,97,100,36,crushing endgame short skewer,https://lichess.org/CCJrlHDE/black#84,
WMn3n,5r1k/bp4pp/pq5r/8/1Q1R4/6P1/1P3P1P/2N2RK1 b - - 2 29,b6f6 d4f4 f6f4 g3f4,1461,74,93,1647,advantage middlegame short,https://lichess.org/R2dTIPHd/black#58,
3adEo,8/5pp1/7p/1p2p1kP/2b3P1/3n2K1/8/5R2 b - - 2 54,f7f6 f1f5,588,81,76,164,endgame mate mateIn1 oneMove,https://lichess.org/X1lxhK4A/black#108,
z11Ve,5K2/5Q2/8/8/4q2P/k2b2P1/8/8 b - - 4 55,d3c4 f7e7 e4e7 f8e7 c4e2 e7f6 a3b4 f6g5 b4c3 h4h5,2388,78,93,2701,crushing defensiveMove endgame veryLong,https://lichess.org/wQiFFhAM/black#110,
Es38F,2r2rk1/pp3p1p/2n1pQp1/3pP2q/5B2/P5PP/5PK1/R7 b - - 2 24,h7h6 g3g4 h5e5 f4e5,1336,77,78,208,advantage middlegame short trappedPiece,https://lichess.org/8j0YCwcd/black#48,
bC05r,8/7q/p4K2/k3Q3/8/5P2/8/8 b - - 1 67,a5a4 e5e4 h7e4 f3e4 a4b4 e4e5 a6a5 e5e6,1613,101,46,26,crushing endgame queenEndgame quietMove veryLong,https://lichess.org/WGmqih1m/black#134,
qe6NN,r2qkb1r/pp3pp1/2n1p3/2PpPb2/5P1p/5N2/PPPN1BPP/R2QK2R w KQkq - 0 12,f2h4 h8h4 f3h4 d8h4,1429,76,100,590,advantage master opening short,https://lichess.org/E95pPi5z#23,Caro-Kann_Defense Caro-Kann_Defense_Advance_Variation
bRKLP,3R4/p1r2p1p/1pB2kp1/1Pn1p1P1/5P2/P3P3/5K1P/8 b - - 0 33,f6e7 d8e8 e7d6 f4e5,1311,77,92,947,endgame mate mateIn2 short,https://lichess.org/NimpZpiz/black#66,
tLXMM,4rk2/1R3p1p/p1p3p1/8/3b4/3P1B2/q1PQ1PR1/5K2 w - - 16 39,f3c6 a2a1 b7b1 a1b1 d2e1 e8e1,1026,80,87,180,long mate mateIn3 middlegame,https://lichess.org/2wsM8MJQ#77,
9AWLN,8/5p2/4p1kp/4Pp2/3n1P2/7P/5K2/3B4 b - - 19 68,h6h5 d1a4 f7f6 f2e3 f6e5 f4e5 f5f4 e3d4,2147,114,81,12,crushing endgame quietMove trappedPiece veryLong,https://lichess.org/guLNBYej/black#136,
gqy2P,r2qk2r/1p2p2p/p2p2p1/2p1nbB1/5QPP/2P5/P1pR1P2/2K1R3 b kq - 0 17,f5g4 e1e5 d6e5 d2d8 a8d8 f4g4,1660,76,94,8986,crushing long middlegame,https://lichess.org/gbJwSM5T/black#34,Sicilian_Defense Sicilian_Defense_Old_Sicilian
IxuZA,2r1kb1r/4pppp/p1qp4/6B1/1p3P2/3Q4/PPP3PP/2KRR3 w k - 0 17,d3d6 c6c2,1445,447,100,7,mate mateIn1 middlegame oneMove queensideAttack,https://lichess.org/ZeCJjCyk#33,Sicilian_Defense Sicilian_Defense_Najdorf_Variation
jkm3F,r4Q1k/1p4pp/2p5/p7/P2P3q/B3r2P/6P1/R4RK1 b - - 2 23,a8f8 f1f8,440,107,96,295,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/uBvd43fq/black#46,
T2J5O,7k/pb5r/6Qb/8/8/2P1q2P/PP4P1/5R1K b - - 1 30,h7g7 f1f8 g7g8 f8g8,1287,75,73,216,endgame mate mateIn2 short,https://lichess.org/pGn8DoPT/black#60,
pnJ68,8/3k4/5b2/3P2p1/4K1Pp/4B3/8/8 w - - 4 46,e4f5 h4h3 e3g1 f6d4 g1d4 h3h2,1568,75,94,418,advancedPawn bishopEndgame crushing endgame long sacrifice,https://lichess.org/qNnfUVmL#91,
ASVLD,r1bq1k1r/pp1np1b1/3p1nQ1/2p3Np/3P3P/2P1P3/PP3PP1/RNB1K2R b KQ - 2 10,d8e8 g5e6 f8g8 g6g7,1455,74,98,1027,mate mateIn2 opening short,https://lichess.org/jUhqzCZS/black#20,Vant_Kruijs_Opening Vant_Kruijs_Opening_Other_variations
JnU2t,8/6k1/4p3/P4p2/1p2p2R/6P1/2b4K/8 b - - 0 45,b4b3 a5a6 e4e3 a6a7 e3e2 a7a8q,1399,78,90,77,advancedPawn crushing endgame long promotion,https://lichess.org/2pUX0MyU/black#90,
77UGr,rr4k1/p1Q1R3/3pbqp1/7p/8/2N5/PPP2P2/K6R b - - 3 29,b8c8 c7d6 c8e8 c3d5,2336,79,83,1802,crushing middlegame short,https://lichess.org/AnpBGtqE/black#58,
LMnzM,7r/p5k1/3p2p1/2P5/4p3/1P2Q2P/P1R3P1/q5K1 w - - 1 36,g1f2 h8f8 f2g3 a1e5,1248,82,89,2801,advantage endgame short,https://lichess.org/TQk0nrwb#71,
Ehx7m,1B3rk1/5ppp/2p5/8/pP6/2q5/5QPP/5R1K b - - 0 31,f8b8 f2f7 g8h8 f7f8 b8f8 f1f8,697,95,93,572,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/UKykzuck/black#62,
mAs3L,3r2k1/5p2/Q2b3p/1p1p4/3Pn3/1P2PNPq/1N5P/5RK1 w - - 1 33,a6b5 d6g3 b5e2 g8h8 h2g3 d8g8,2459,96,69,48,clearance crushing long middlegame sacrifice,https://lichess.org/YpGc4OV8#65,
gvnVP,5r1k/7p/6p1/1R1B2P1/p5K1/3r4/8/8 b - - 0 42,f8f5 b5b8 f5f8 b8f8 h8g7 f8g8,1572,81,96,18712,endgame long mate mateIn3 operaMate,https://lichess.org/3dZTmDpQ/black#84,
S1nRb,5rk1/8/4p1r1/p2pP3/2pP1p1R/2P2R2/4KP2/8 w - - 0 38,h4f4 f8f4 f3f4 a5a4 f4h4 g6g1,1727,77,96,6260,crushing defensiveMove endgame long master quietMove rookEndgame,https://lichess.org/8GsmA4iy#75,
hlgOj,2kr3r/1pp1n3/p4p1b/2PPp1p1/2q1P1R1/3Q1N2/PB2KP2/R7 b - - 1 22,c4c5 b2a3 e7d5 a3c5 d5f4 g4f4,2062,80,89,1122,advantage long middlegame,https://lichess.org/FrvDN2Eo/black#44,
4GGuV,3r2k1/pp3qpp/2b2p2/3n1B2/3P2PP/5PB1/P2Q1K2/4R3 b - - 4 29,g7g6 f5e6 f7e6 e1e6,963,94,95,960,crushing middlegame pin short,https://lichess.org/e4uBiXGb/black#58,
F2sPc,r5k1/2bb1ppp/5q2/8/2PP4/4NN2/1BQ2PnP/5RK1 w - - 0 23,g1g2 d7h3 g2g1 f6f3,2045,76,95,852,crushing deflection middlegame short,https://lichess.org/UdQfXEew#45,
IpAQb,8/3b4/8/4k1p1/p4pP1/R2BBK1P/1r3P2/8 w - - 0 42,e3c5 d7c6 d3e4 c6e4,1120,75,100,117,endgame mate mateIn2 short,https://lichess.org/brpfD4EE#83,
fWoEW,8/3k1bNp/3pqB2/4p1Q1/7P/8/2r2PP1/6K1 b - - 6 44,e6d5 g5f5 f7e6 f5c2,1666,74,92,6331,crushing endgame fork master short,https://lichess.org/KrDNo0Fn/black#88,
IuyLi,8/6pk/1p6/2p4q/P2p1n2/3P1Q2/1PPN4/3K4 b - - 0 39,g7g5 f3h5 f4h5 d2c4,2115,79,90,1609,advantage endgame short,https://lichess.org/chXxVaGj/black#78,
vjciR,2r2rk1/1b2qppp/p1p1p3/1p6/nP1P4/PR2PN2/2Q2PPP/1BR3K1 b - - 8 18,a4b6 c2h7,865,79,76,67,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/YV0Jo4cK/black#36,Queens_Gambit_Declined Queens_Gambit_Declined_Modern_Variation
kFAGm,r4rk1/1p1q1p2/p1p5/5pQ1/1b1PB3/6P1/PP3P1P/R2b2K1 b - - 1 21,g8h7 e4f5 d7f5 g5f5,1063,75,95,653,crushing fork master middlegame short,https://lichess.org/HmeeQEkc/black#42,
F5yzT,2r2r1k/1p4b1/p5Q1/2p3N1/P1P2q2/2P4P/1P4P1/R6K b - - 2 24,f4f6 g6h7,896,82,100,432,mate mateIn1 middlegame oneMove,https://lichess.org/S7qBAGbI/black#48,
7xHvY,r2q2k1/rp3pp1/3p2np/3Np3/p3P3/3P1Q1P/5PP1/R1R3K1 b - - 1 25,g6e7 c1c7 b7b5 d5e7 d8e7 c7e7,1841,76,93,1897,advantage kingsideAttack long middlegame,https://lichess.org/OXLmD2sK/black#50,
rxU6v,8/pB6/6b1/6k1/4p2p/4K3/PPP2P2/8 w - - 0 30,b7e4 g6e4 e3e4 g5g4 f2f3 g4g3,1569,77,83,57,bishopEndgame crushing endgame long,https://lichess.org/EqpxJi4O#59,
lDY8F,4k2r/4R2p/p3p1p1/1p2bpB1/8/8/PP4PP/7K b - - 2 43,e8d8 e7e6 d8d7 e6e5,1790,75,98,1580,advantage discoveredAttack discoveredCheck endgame master short,https://lichess.org/nR1jKCjz/black#86,
uMX9h,3k4/3P4/6K1/pB1r4/P7/8/6P1/8 w - - 2 63,g2g4 d5b5 a4b5 a5a4 b5b6 d8d7 g4g5 a4a3 g6f7 a3a2 b6b7 d7c7 g5g6 a2a1q,2093,77,87,226,advancedPawn crushing endgame promotion quietMove sacrifice veryLong,https://lichess.org/Edjxs7MO#125,
XecbJ,1r3rk1/4pp1p/p1pp2p1/q3b3/1P2P3/P1N1Q3/2P2PPP/1R2R1K1 b - - 0 18,a5a3 b1b3 a3b3 c2b3,1498,210,0,7,advantage middlegame short trappedPiece,https://lichess.org/9ZV6z2wJ/black#36,Sicilian_Defense Sicilian_Defense_Modern_Variations
APe9b,5bk1/p3rp2/1p2r1p1/8/P6p/2P5/1P1Q1KP1/5R2 w - - 0 44,f1e1 e6e1 d2e1 e7e1,1731,77,93,2711,crushing endgame master short,https://lichess.org/sO15Jpqm#87,
p9Kva,r3bR2/2p3pk/1q5p/r7/8/1P1P3P/1QP1B1P1/1K2R3 w - - 3 32,e2f3 a5a1 b2a1 a8a1 b1a1 b6a5 a1b2 a5e1,1320,75,94,1339,advantage attraction fork middlegame veryLong,https://lichess.org/SWbbBBgD#63,
vyZ2b,6k1/1p3p2/5B2/2P4p/1P3K1P/3R1pP1/6b1/1r6 b - - 4 44,b1b4 f4f5 g2h3 g3g4 h3g4 f5g5,2568,87,63,76,crushing defensiveMove endgame long master masterVsMaster,https://lichess.org/zysNUqo3/black#88,
00YqR,5k2/p1p4p/1pPpBp2/2qP3b/8/2PQ4/P6P/7K w - - 0 33,d3h7 h5f3,904,86,92,597,endgame master mate mateIn1 oneMove,https://lichess.org/5b6k1W51#65,
urZsG,r1bq1knr/1pp5/p1np2Q1/2b1p1N1/P3Pp2/3P4/1PP2PPP/RNB2RK1 b - - 0 11,h8h6 g6f7,1130,76,84,323,mate mateIn1 middlegame oneMove,https://lichess.org/LUgXdLI7/black#22,Italian_Game Italian_Game_Giuoco_Pianissimo
tAkix,8/2p2ppk/2Bb1r1p/R1p5/7P/2PbB1P1/PP3PK1/8 w - - 3 32,e3c5 d6c5 a5c5 f6c6 c5c6 d3e4 g2h3 e4c6,1452,76,29,160,advantage attraction discoveredAttack endgame fork sacrifice veryLong,https://lichess.org/AzyoSfaV#63,
QO696,4r2k/5p2/p5p1/1p1Pr2p/2p1PQ2/5N1P/PP3qP1/4R2K b - - 1 43,e5e4 e1e4 e8e4 f4e4,1905,77,89,98,crushing endgame short,https://lichess.org/5fktcInR/black#86,
x3ffq,2rQ3k/5rpp/4N3/p7/8/4N2P/q4PP1/3R2K1 b - - 3 31,c8d8 d1d8 f7f8 d8f8,921,79,80,206,endgame mate mateIn2 short,https://lichess.org/E8T6ICmi/black#62,
Rq7Wx,r2q1rk1/ppp2ppp/4P3/2bp4/3p4/5P1b/PPPBBP1P/R2QR1K1 b - - 2 14,c5b4 e2f1 h3f1 d2b4,2519,110,87,49,advantage middlegame short,https://lichess.org/TTpmoUDZ/black#28,Italian_Game Italian_Game_Scotch_Gambit
jHnR1,2r3k1/pp2Qpb1/6b1/5q2/8/P7/1PPR2B1/2K4R w - - 3 30,g2e4 f5e4 d2d8 c8d8 e7d8 g7f8,1446,77,90,1155,advantage long middlegame,https://lichess.org/Ca4ubYEQ#59,
7jLqO,2k5/p2R4/1pp5/4N3/4B3/2P1b1Pp/r6P/7K w - - 2 35,e4c6 a2a1 d7d1 a1d1,793,92,68,46,endgame mate mateIn2 short,https://lichess.org/R3HUyMsK#69,
Ue7SA,1r3rk1/p1p3pp/5p2/1p6/3PP3/1PP3P1/3n1P1P/R3RBK1 w - - 1 22,a1a7 d2f3 g1h1 f3e1,919,81,81,95,advantage endgame fork short,https://lichess.org/BRQknfqw#43,
N7Lkw,3qk2r/5ppp/2b5/1p6/1BpP4/5PQ1/3KB2P/8 b k - 2 26,g7g6 g3e5 e8d7 e5d6 d7c8 d6c6,1172,76,86,154,advantage deflection endgame fork long,https://lichess.org/rVVrF6Z6/black#52,
cL4k2,1k4r1/1q1n1p2/p3p3/1pB1b2p/3P4/N5rP/PP2Q1P1/2R3RK w - - 1 31,d4e5 g3h3,1423,125,85,24,kingsideAttack mate mateIn1 middlegame oneMove pin,https://lichess.org/iazaVgMd#61,
giFgb,rnq4r/pp3ppp/3p1k2/8/6b1/6P1/PPPPQPBP/R1B1K2R w KQ - 2 14,e2e4 h8e8 e1g1 e8e4,1289,78,82,652,crushing middlegame pin short,https://lichess.org/JjzgDXC2#27,Scandinavian_Defense Scandinavian_Defense_Other_variations
kIBbf,4r3/p5p1/2k3p1/2b3P1/2r2p2/PR2BP1P/8/4RK2 w - - 0 34,e3f4 e8e1 f1e1 c4f4,1294,76,80,786,crushing endgame intermezzo short,https://lichess.org/ma6pDMTc#67,
3u4eB,8/5pk1/p4qp1/2Q4p/P4R2/6P1/3r1PK1/8 b - - 4 35,f6e6 c5c3 g7g8 c3d2,1245,77,85,417,crushing endgame fork short,https://lichess.org/ryfUVhjO/black#70,
rCvME,3rbk2/1p2rpq1/pQ4pN/8/P1PP1N2/5R2/7P/6K1 b - - 2 36,g7h6 f4g6 h6g6 b6g6,1847,74,98,594,crushing middlegame pin short,https://lichess.org/jykzy0HY/black#72,
lqQvl,r7/7P/8/1p2kp2/5N2/1p1K2P1/5P2/8 b - - 2 45,a8h8 f4g6 e5f6 g6h8,728,108,100,39,crushing endgame fork short,https://lichess.org/5uO0u9Dq/black#90,
rXmp8,6k1/5pP1/7p/p3q3/2P3P1/5R2/7K/2R5 w - - 0 41,h2g2 e5b2 g2f1 b2c1,1568,76,87,239,crushing endgame fork master queenRookEndgame short,https://lichess.org/WKmejLib#81,
3YzKX,2rqkb1r/3nnp2/p5pp/2pNP3/Pp6/5N1P/1P3PP1/R1BQ1RK1 b k - 0 18,d7b6 d5f6,1009,82,92,669,mate mateIn1 oneMove opening,https://lichess.org/DN2ZteJF/black#36,Caro-Kann_Defense Caro-Kann_Defense_Hillbilly_Attack
u0EbR,5r1k/ppp2r1p/3p4/3P4/P3Rp2/2P2Q1P/2q2P1K/6R1 b - - 2 32,c2d2 e4e2 d2e2 f3e2,1993,76,93,747,advantage endgame master short trappedPiece,https://lichess.org/urp5kHxS/black#64,
ytLgy,r2r2k1/1pp1bpp1/p1n1q2p/4P3/3N4/P1Q1B2P/1P3PP1/R2R2K1 b - - 2 19,e6e5 d4c6 e5c3 c6e7,1753,75,86,301,advantage middlegame sacrifice short,https://lichess.org/L2b74OWy/black#38,Ruy_Lopez Ruy_Lopez_Morphy_Defense
qTM7M,3k3r/1p3ppp/p3p3/8/3PP3/b4Q2/1q2N1PP/2R3K1 b - - 0 23,f7f6 f3g3 b2b6 g3a3,2346,92,86,143,advantage endgame short,https://lichess.org/xMAFhvuW/black#46,
WcrHo,1r3rk1/2p2p1p/3p3p/pP2p2P/P2b2q1/1Q3BP1/3R4/2KR4 b - - 2 25,g4g3 d2g2 g3g2 f3g2,1085,80,94,1017,advantage middlegame pin short,https://lichess.org/LnvN1oAc/black#50,
qZCkF,r6Q/pp2kp2/8/4p3/3q1p2/PPnP1P2/2PN1PrP/2R1KR2 w - - 5 25,h8a8 d4e3 f2e3 g2e2,1869,75,96,2822,mate mateIn2 middlegame sacrifice short,https://lichess.org/ODpFG3tj#49,
flmM4,5rk1/5N1p/p3pQp1/1b2P3/8/2q5/P4PPP/3R2K1 b - - 0 26,f8f7 d1d8 b5e8 d8e8 f7f8 f6f8,958,98,94,704,endgame long mate mateIn3,https://lichess.org/KBHhGQjt/black#52,
RIDt8,8/7p/8/8/K6P/5k2/8/8 w - - 0 53,a4b4 f3g4 h4h5 g4h5,1167,102,41,34,crushing endgame pawnEndgame short,https://lichess.org/18xzQXmR#105,
zQBRs,r2r4/4npk1/pp4pp/1B6/8/1P2PP1P/1P3P2/2R2RK1 w - - 0 22,c1c7 e7d5 c7b7 a6b5,1540,76,94,12673,advantage endgame short,https://lichess.org/LGhaVMfp#43,
U1zPG,8/6pk/R2p3p/1pp5/P2b4/1P1R3P/2P3P1/2K2r2 w - - 11 40,d3d1 d4e3 c1b2 f1d1,1137,77,97,4451,advantage deflection endgame pin short,https://lichess.org/mppxqcok#79,
R4eO0,2b3k1/5pp1/2N2b1p/p7/8/3BP3/5PPP/6K1 b - - 0 31,f6c3 c6e7 g8f8 e7c8,855,80,89,281,advantage endgame fork short,https://lichess.org/qNhCkCJb/black#62,
mUbz9,1r3qk1/1b2Np2/p2p4/Pp1Pn2Q/8/7P/2B3P1/3R2K1 b - - 4 39,f8e7 h5h7 g8f8 h7h8,873,77,100,467,mate mateIn2 middlegame short,https://lichess.org/07xebX6p/black#78,
plHAg,3r1r2/1pk3p1/1Npq1p1p/Qp2p3/4P3/1P1P4/6PP/2R4K b - - 3 30,d6d3 b6d5 c7d7 a5c7 d7e8 c7e7,1454,75,98,1335,doubleCheck endgame long mate mateIn3 pin,https://lichess.org/rn1h6Q1V/black#60,
Y152m,4r1k1/1p3pq1/p1p1b3/P2r4/7n/2PBR2P/2P2QP1/5R1K b - - 5 30,h4f5 d3f5 d5f5 f2f5 e6f5 e3e8 g8h7 f1f5,1867,74,75,175,advantage kingsideAttack middlegame veryLong,https://lichess.org/uBbNB6ZN/black#60,
vqvg5,6k1/1p2rp1p/6p1/Q2b4/P3p3/1P4P1/4RP1P/q4BK1 b - - 1 27,d5b3 a5d8 g8g7 d8e7,1121,92,94,6892,advantage endgame fork short,https://lichess.org/A4qx30Af/black#54,
qWJgb,2k5/pp6/1p1r1Bp1/4P3/5PK1/6P1/8/8 b - - 0 35,d6e6 g4g5 c8d7 g5g6 d7e8 f4f5,1778,75,87,75,advantage endgame long,https://lichess.org/H45jUmfG/black#70,
